	data1_p	data2_p
ridge	19.05527422281213	22.0930272165402
loss_dl	0.00017265236238017678	2.1853725910186768
loss_reg_tree	0.9209002519107621	0.6559648446851822
lin_reg	19.034019485945194	22.014801430067514
elastic_net	20.109150682971677	22.720126433703808
lasso	19.502544233185823	22.373170439685765
